id,lux,duty,ref,time_ms
0,0.02,0.0000,0.00,39805510
0,0.02,0.0000,0.00,39815423
0,0.02,0.0000,0.00,39825415
0,0.02,0.0000,0.00,39835416
0,0.02,0.0000,0.00,39845430
0,0.02,0.0000,0.00,39855418
0,0.02,0.0000,0.00,39865420
0,0.02,0.0000,0.00,39875415
0,0.02,0.0000,0.00,39885414
0,0.02,0.0000,0.00,39895406
0,0.02,0.0000,0.00,39905495
0,0.02,0.0000,0.00,39915421
0,0.02,0.0000,0.00,39925404
0,0.02,0.0000,0.00,39935392
0,0.02,0.0000,0.00,39945402
0,0.02,0.0000,0.00,39955409
0,0.02,0.0000,0.00,39965404
0,0.02,0.0000,0.00,39975401
0,0.02,0.0000,0.00,39985396
0,0.02,0.0000,0.00,39995402
0,0.02,0.0000,0.00,40005397
0,0.02,0.0000,0.00,40015407
0,0.02,0.0000,0.00,40025404
0,0.02,0.0000,0.00,40035406
0,0.02,0.0000,0.00,40045405
0,0.02,0.0000,0.00,40055400
0,0.02,0.0000,0.00,40065397
0,0.02,0.0000,0.00,40075399
0,0.02,0.0000,0.00,40085404
0,0.02,0.0000,0.00,40095397
0,0.02,0.0000,0.00,40105397
0,0.02,0.0000,0.00,40115403
0,0.02,0.0000,0.00,40125401
0,0.02,0.0000,0.00,40135401
0,0.02,0.0000,0.00,40145395
0,0.02,0.0000,0.00,40155392
0,0.02,0.0000,0.00,40165387
0,0.02,0.0000,0.00,40175401
0,0.02,0.0000,0.00,40185389
0,0.02,0.0000,0.00,40195411
0,0.02,0.0000,0.00,40205403
0,0.02,0.0000,0.00,40215404
0,0.02,0.0000,0.00,40225402
0,0.02,0.0000,0.00,40235400
0,0.02,0.0000,0.00,40245407
0,0.02,0.0000,0.00,40255403
0,0.02,0.0000,0.00,40265400
0,0.02,0.0000,0.00,40275391
0,0.02,0.0000,0.00,40285393
0,0.02,0.0000,0.00,40295394
0,0.02,0.0000,0.00,40305402
0,0.02,0.0000,0.00,40315396
0,0.02,0.0000,0.00,40325398
0,0.02,0.0000,0.00,40335399
0,0.02,0.0000,0.00,40345407
0,0.02,0.0000,0.00,40355399
0,0.02,0.0000,0.00,40365395
0,0.02,0.0000,0.00,40375395
0,0.02,0.0000,0.00,40385396
0,0.02,0.0000,0.00,40395398
0,0.02,0.0000,0.00,40405401
0,0.02,0.0000,0.00,40415410
0,0.01,0.0000,0.00,40425402
0,0.01,0.0000,0.00,40435393
0,0.01,0.0000,0.00,40445396
0,0.02,0.0000,0.00,40455401
0,0.02,0.0000,0.00,40465396
0,0.01,0.0000,0.00,40475408
0,0.02,0.0000,0.00,40485393
0,0.02,0.0000,0.00,40495393
0,0.02,0.0000,0.00,40505407
0,0.02,0.0000,0.00,40515403
0,0.02,0.0000,0.00,40525394
0,0.02,0.0000,0.00,40535398
0,0.02,0.0000,0.00,40545411
0,0.02,0.0000,0.00,40555400
0,0.02,0.0000,0.00,40565399
0,0.02,0.0000,0.00,40575399
0,0.02,0.0000,0.00,40585399
0,0.02,0.0000,0.00,40595403
0,0.02,0.0000,0.00,40605409
0,0.02,0.0000,0.00,40615395
0,0.02,0.0000,0.00,40625403
0,0.02,0.0000,0.00,40635397
0,0.02,0.0000,0.00,40645402
0,0.02,0.0000,0.00,40655404
0,0.02,0.0000,0.00,40665400
0,0.02,0.0000,0.00,40675401
0,0.02,0.0000,0.00,40685399
0,0.02,0.0000,0.00,40695404
0,0.02,0.0000,0.00,40705400
0,0.02,0.0000,0.00,40715395
0,0.02,0.0000,0.00,40725404
0,0.02,0.0000,0.00,40735399
0,0.02,0.0000,0.00,40745383
0,0.02,0.0000,0.00,40755401
0,0.02,0.0000,0.00,40765402
0,0.02,0.0000,0.00,40775403
0,0.02,0.0000,0.00,40785407
0,0.02,0.0000,0.00,40795409
0,0.02,0.0000,0.00,40805403
0,0.02,0.0000,0.00,40815405
0,0.02,0.0000,0.00,40825387
0,0.02,0.0000,0.00,40835392
0,0.02,0.0000,0.00,40845395
0,0.02,0.0000,0.00,40855408
0,0.02,0.0000,0.00,40865402
0,0.02,0.0000,0.00,40875409
0,0.02,0.0000,0.00,40885406
0,0.02,0.0000,0.00,40895409
0,0.02,0.0000,0.00,40905388
0,0.02,0.0000,0.00,40915386
0,0.02,0.0000,0.00,40925400
0,0.02,0.0000,0.00,40935402
0,0.02,0.0000,0.00,40945410
0,0.02,0.0000,0.00,40955399
0,0.02,0.0000,0.00,40965408
0,0.02,0.0000,0.00,40975408
0,0.02,0.0000,0.00,40985393
0,0.02,0.0000,0.00,40995403
0,0.02,0.0000,0.00,41005397
0,0.02,0.0000,0.00,41015392
0,0.02,0.0000,0.00,41025393
0,0.02,0.0000,0.00,41035394
0,0.02,0.0000,0.00,41045389
0,0.02,0.0000,0.00,41055405
0,0.02,0.0000,0.00,41065402
0,0.02,0.0000,0.00,41075403
0,0.02,0.0000,0.00,41085402
0,0.02,0.0000,0.00,41095399
0,0.02,0.0000,0.00,41105412
0,0.02,0.0000,0.00,41115418
0,0.02,0.0000,0.00,41125401
0,0.02,0.0000,0.00,41135409
0,0.02,0.0000,0.00,41145398
0,0.02,0.0000,0.00,41155401
0,0.02,0.0000,0.00,41165410
0,0.02,0.0000,0.00,41175413
0,0.02,0.0000,0.00,41185425
0,0.02,0.0000,0.00,41195407
0,0.02,0.0000,0.00,41205410
0,0.02,0.0000,0.00,41215407
0,0.02,0.0000,0.00,41225410
0,0.02,0.0000,0.00,41235418
0,0.02,0.0000,0.00,41245419
0,0.02,0.0000,0.00,41255411
0,0.02,0.0000,0.00,41265414
0,0.02,0.0000,0.00,41275407
0,0.02,0.0000,0.00,41285411
0,0.02,0.0000,0.00,41295413
0,0.02,0.0000,0.00,41305415
0,0.02,0.0000,0.00,41315421
0,0.02,0.0000,0.00,41325419
0,0.02,0.0000,0.00,41335408
0,0.02,0.0000,0.00,41345419
0,0.02,0.0000,0.00,41355408
0,0.02,0.0000,0.00,41365410
0,0.02,0.0000,0.00,41375413
0,0.02,0.0000,0.00,41385417
0,0.02,0.0000,0.00,41395413
0,0.02,0.0000,0.00,41405424
0,0.02,0.0000,0.00,41415405
0,0.02,0.0000,0.00,41425403
0,0.02,0.0000,0.00,41435422
0,0.02,0.0000,0.00,41445423
0,0.02,0.0000,0.00,41455422
0,0.02,0.0000,0.00,41465408
0,0.02,0.0000,0.00,41475416
0,0.02,0.0000,0.00,41485407
0,0.02,0.0000,0.00,41495418
0,0.02,0.0000,0.00,41505419
0,0.02,0.0000,0.00,41515412
0,0.02,0.0000,0.00,41525410
0,0.02,0.0000,0.00,41535417
0,0.02,0.0000,0.00,41545410
0,0.02,0.0000,0.00,41555414
0,0.02,0.0000,0.00,41565421
0,0.02,0.0000,0.00,41575411
0,0.02,0.0000,0.00,41585422
0,0.02,0.0000,0.00,41595425
0,0.02,0.0000,0.00,41605412
0,0.02,0.0000,0.00,41615406
0,0.02,0.0000,0.00,41625417
0,0.02,0.0000,0.00,41635419
0,0.02,0.0000,0.00,41645395
0,0.02,0.0000,0.00,41655400
0,0.02,0.0000,0.00,41665383
0,0.02,0.0000,0.00,41675414
0,0.02,0.0000,0.00,41685392
0,0.02,0.0000,0.00,41695396
0,0.02,0.0000,0.00,41705402
0,0.02,0.0000,0.00,41715395
0,0.02,0.0000,0.00,41725407
0,0.02,0.0000,0.00,41735396
0,0.02,0.0000,0.00,41745402
0,0.02,0.0000,0.00,41755413
0,0.02,0.0000,0.00,41765400
0,0.02,0.0000,0.00,41775408
0,0.02,0.0000,0.00,41785401
0,0.02,0.0000,0.00,41795414
0,0.02,0.0000,0.00,41805396
0,0.02,0.0000,0.00,41815402
0,0.02,0.0000,0.00,41825403
0,0.02,0.0000,0.00,41835415
0,0.02,0.0000,0.00,41845397
0,0.02,0.0000,0.00,41855411
0,0.02,0.0000,0.00,41865403
0,0.02,0.0000,0.00,41875403
0,0.02,0.0000,0.00,41885406
0,0.02,0.0000,0.00,41895400
0,0.02,0.0000,0.00,41905401
0,0.02,0.0000,0.00,41915410
0,0.02,0.0000,0.00,41925396
0,0.02,0.0000,0.00,41935408
0,0.02,0.0000,0.00,41945405
0,0.02,0.0000,0.00,41955403
0,0.02,0.0000,0.00,41965398
0,0.02,0.0000,0.00,41975402
0,0.02,0.0000,0.00,41985417
0,0.02,0.0000,0.00,41995413
0,0.02,0.0000,0.00,42005398
0,0.02,0.0000,0.00,42015399
0,0.02,0.0000,0.00,42025404
0,0.02,0.0000,0.00,42035405
0,0.02,0.0000,0.00,42045404
0,0.02,0.0000,0.00,42055399
0,0.02,0.0000,0.00,42065406
0,0.02,0.0000,0.00,42075397
0,0.02,0.0000,0.00,42085401
0,0.02,0.0000,0.00,42095400
0,0.02,0.0000,0.00,42105404
0,0.02,0.0000,0.00,42115405
0,0.02,0.0000,0.00,42125403
0,0.02,0.0000,0.00,42135398
0,0.02,0.0000,0.00,42145411
0,0.02,0.0000,0.00,42155410
0,0.02,0.0000,0.00,42165406
0,0.02,0.0000,0.00,42175408
0,0.02,0.0000,0.00,42185414
0,0.02,0.0000,0.00,42195405
0,0.02,0.0000,0.00,42205415
0,0.02,0.0000,0.00,42215401
0,0.02,0.0000,0.00,42225414
0,0.02,0.0000,0.00,42235416
0,0.02,0.0000,0.00,42245403
0,0.02,0.0000,0.00,42255398
0,0.02,0.0000,0.00,42265404
0,0.02,0.0000,0.00,42275401
0,0.02,0.0000,0.00,42285401
0,0.02,0.0000,0.00,42295403
0,0.02,0.0000,0.00,42305398
0,0.02,0.0000,0.00,42315409
0,0.02,0.0000,0.00,42325404
0,0.02,0.0000,0.00,42335402
0,0.02,0.0000,0.00,42345405
0,0.02,0.0000,0.00,42355398
0,0.02,0.0000,0.00,42365411
0,0.02,0.0000,0.00,42375404
0,0.02,0.0000,0.00,42385427
0,0.02,0.0000,0.00,42395407
0,0.02,0.0000,0.00,42405402
0,0.02,0.0000,0.00,42415402
0,0.02,0.0000,0.00,42425399
0,0.02,0.0000,0.00,42435391
0,0.02,0.0000,0.00,42445402
0,0.02,0.0000,0.00,42455400
0,0.02,0.0000,0.00,42465410
0,0.02,0.0000,0.00,42475403
0,0.02,0.0000,0.00,42485403
0,0.02,0.0000,0.00,42495402
0,0.02,0.0000,0.00,42505398
0,0.02,0.0000,0.00,42515406
0,0.02,0.0000,0.00,42525404
0,0.02,0.0000,0.00,42535392
0,0.02,0.0000,0.00,42545390
0,0.02,0.0000,0.00,42555394
0,0.02,0.0000,0.00,42565392
0,0.02,0.0000,0.00,42575410
0,0.02,0.0000,0.00,42585406
0,0.02,0.0000,0.00,42595407
0,0.02,0.0000,0.00,42605399
0,0.02,0.0000,0.00,42615387
0,0.02,0.0000,0.00,42625398
0,0.02,0.0000,0.00,42635399
0,0.02,0.0000,0.00,42645391
0,0.02,0.0000,0.00,42655403
0,0.02,0.0000,0.00,42665408
0,0.02,0.0000,0.00,42675411
0,0.02,0.0000,0.00,42685401
0,0.02,0.0000,0.00,42695403
0,0.02,0.0000,0.00,42705409
0,0.02,0.0000,0.00,42715401
0,0.02,0.0000,0.00,42725395
0,0.02,0.0000,0.00,42735409
0,0.02,0.0000,0.00,42745407
0,0.02,0.0000,0.00,42755397
0,0.02,0.0000,0.00,42765404
0,0.02,0.0000,0.00,42775390
0,0.02,0.0000,0.00,42785391
0,0.02,0.0000,0.00,42795394
0,0.02,0.0000,0.00,42805407
0,0.02,0.0000,0.00,42815409
0,0.02,0.0000,0.00,42825424
0,0.02,0.0000,0.00,42835413
0,0.02,0.0000,0.00,42845395
0,0.02,0.0000,0.00,42855403
0,0.02,0.0000,0.00,42865410
0,0.02,0.0000,0.00,42875399
0,0.02,0.0000,0.00,42885402
0,0.02,0.0000,0.00,42895397
0,0.02,0.0000,0.00,42905421
0,0.02,0.0000,0.00,42915401
0,0.02,0.0000,0.00,42925413
0,0.02,0.0000,0.00,42935428
0,0.02,0.0000,0.00,42945411
0,0.02,0.0000,0.00,42955407
0,0.02,0.0000,0.00,42965403
0,0.02,0.0000,0.00,42975407
0,0.02,0.0000,0.00,42985404
0,0.02,0.0000,0.00,42995405
0,0.02,0.0000,0.00,43005420
0,0.02,0.0000,0.00,43015419
0,0.02,0.0000,0.00,43025424
0,0.02,0.0000,0.00,43035408
0,0.02,0.0000,0.00,43045412
0,0.02,0.0000,0.00,43055411
0,0.02,0.0000,0.00,43065414
0,0.02,0.0000,0.00,43075415
0,0.02,0.0000,0.00,43085416
0,0.02,0.0000,0.00,43095411
0,0.02,0.0000,0.00,43105412
0,0.02,0.0000,0.00,43115425
0,0.02,0.0000,0.00,43125426
0,0.02,0.0000,0.00,43135414
0,0.02,0.0000,0.00,43145408
0,0.02,0.0000,0.00,43155417
0,0.02,0.0000,0.00,43165415
0,0.02,0.0000,0.00,43175417
0,0.02,0.0000,0.00,43185411
0,0.02,0.0000,0.00,43195409
0,0.02,0.0000,0.00,43205409
0,0.02,0.0000,0.00,43215425
0,0.02,0.0000,0.00,43225409
0,0.02,0.0000,0.00,43235414
0,0.02,0.0000,0.00,43245427
0,0.02,0.0000,0.00,43255415
0,0.02,0.0000,0.00,43265415
0,0.02,0.0000,0.00,43275412
0,0.02,0.0000,0.00,43285414
0,0.02,0.0000,0.00,43295423
0,0.02,0.0000,0.00,43305414
0,0.02,0.0000,0.00,43315411
0,0.02,0.0000,0.00,43325413
0,0.02,0.0000,0.00,43335414
0,0.02,0.0000,0.00,43345421
0,0.02,0.0000,0.00,43355413
0,0.02,0.0000,0.00,43365414
0,0.02,0.0000,0.00,43375424
0,0.02,0.0000,0.00,43385415
0,0.02,0.0000,0.00,43395419
0,0.02,0.0000,0.00,43405391
0,0.02,0.0000,0.00,43415405
0,0.02,0.0000,0.00,43425404
0,0.02,0.0000,0.00,43435413
0,0.02,0.0000,0.00,43445416
0,0.02,0.0000,0.00,43455406
0,0.02,0.0000,0.00,43465392
0,0.02,0.0000,0.00,43475401
0,0.02,0.0000,0.00,43485403
0,0.02,0.0000,0.00,43495402
0,0.02,0.0000,0.00,43505398
0,0.02,0.0000,0.00,43515387
0,0.02,0.0000,0.00,43525394
0,0.02,0.0000,0.00,43535393
0,0.02,0.0000,0.00,43545397
0,0.02,0.0000,0.00,43555409
0,0.02,0.0000,0.00,43565392
0,0.02,0.0000,0.00,43575407
0,0.02,0.0000,0.00,43585401
0,0.02,0.0000,0.00,43595402
0,0.02,0.0000,0.00,43605396
0,0.02,0.0000,0.00,43615399
0,0.02,0.0000,0.00,43625406
0,0.02,0.0000,0.00,43635393
0,0.02,0.0000,0.00,43645406
0,0.02,0.0000,0.00,43655396
0,0.02,0.0000,0.00,43665407
0,0.02,0.0000,0.00,43675415
0,0.02,0.0000,0.00,43685400
0,0.02,0.0000,0.00,43695401
0,0.02,0.0000,0.00,43705406
0,0.02,0.0000,0.00,43715415
0,0.02,0.0000,0.00,43725403
0,0.02,0.0000,0.00,43735404
0,0.02,0.0000,0.00,43745402
0,0.02,0.0000,0.00,43755407
0,0.02,0.0000,0.00,43765409
0,0.02,0.0000,0.00,43775409
0,0.02,0.0000,0.00,43785398
0,0.02,0.0000,0.00,43795403
0,0.02,0.0000,0.00,43805393
0,0.02,0.0000,0.00,43815403
0,0.02,0.0000,0.00,43825403
0,0.02,0.0000,0.00,43835398
0,0.02,0.0000,0.00,43845411
0,0.02,0.0000,0.00,43855399
0,0.02,0.0000,0.00,43865406
0,0.02,0.0000,0.00,43875395
0,0.02,0.0000,0.00,43885404
0,0.02,0.0000,0.00,43895398
0,0.02,0.0000,0.00,43905397
0,0.02,0.0000,0.00,43915406
0,0.02,0.0000,0.00,43925398
0,0.02,0.0000,0.00,43935393
0,0.02,0.0000,0.00,43945398
0,0.02,0.0000,0.00,43955413
0,0.02,0.0000,0.00,43965403
0,0.02,0.0000,0.00,43975393
0,0.02,0.0000,0.00,43985399
0,0.02,0.0000,0.00,43995400
0,0.02,0.0000,0.00,44005407
0,0.02,0.0000,0.00,44015392
0,0.02,0.0000,0.00,44025401
0,0.02,0.0000,0.00,44035395
0,0.02,0.0000,0.00,44045405
0,0.02,0.0000,0.00,44055395
0,0.02,0.0000,0.00,44065405
0,0.02,0.0000,0.00,44075403
0,0.02,0.0000,0.00,44085403
0,0.02,0.0000,0.00,44095400
0,0.02,0.0000,0.00,44105408
0,0.02,0.0000,0.00,44115394
0,0.02,0.0000,0.00,44125403
0,0.02,0.0000,0.00,44135408
0,0.02,0.0000,0.00,44145398
0,0.02,0.0000,0.00,44155391
0,0.02,0.0000,0.00,44165392
0,0.02,0.0000,0.00,44175407
0,0.02,0.0000,0.00,44185411
0,0.02,0.0000,0.00,44195404
0,0.02,0.0000,0.00,44205402
0,0.02,0.0000,0.00,44215402
0,0.02,0.0000,0.00,44225406
0,0.02,0.0000,0.00,44235405
0,0.02,0.0000,0.00,44245403
0,0.02,0.0000,0.00,44255391
0,0.02,0.0000,0.00,44265396
0,0.02,0.0000,0.00,44275407
0,0.02,0.0000,0.00,44285398
0,0.02,0.0000,0.00,44295392
