id,lux,duty,ref,time_ms
0,0.02,0.0000,0.00,140416453
0,0.02,0.0000,0.00,140426402
0,0.02,0.0000,0.00,140436380
0,0.02,0.0000,0.00,140446400
0,0.02,0.0000,0.00,140456385
0,0.02,0.0000,0.00,140466382
0,0.02,0.0000,0.00,140476385
0,0.02,0.0000,0.00,140486387
0,0.02,0.0000,0.00,140496378
0,0.02,0.0000,0.00,140506394
0,0.02,0.0000,0.00,140516443
0,0.02,0.0000,0.00,140526393
0,0.02,0.0000,0.00,140536385
0,0.02,0.0000,0.00,140546396
0,0.02,0.0000,0.00,140556391
0,0.02,0.0000,0.00,140566381
0,0.02,0.0000,0.00,140576388
0,0.02,0.0000,0.00,140586398
0,0.02,0.0000,0.00,140596398
0,0.02,0.0000,0.00,140606394
0,0.02,0.0000,0.00,140616386
0,0.02,0.0000,0.00,140626380
0,0.02,0.0000,0.00,140636386
0,0.02,0.0000,0.00,140646379
0,0.02,0.0000,0.00,140656367
0,0.02,0.0000,0.00,140666382
0,0.02,0.0000,0.00,140676403
0,0.02,0.0000,0.00,140686388
0,0.02,0.0000,0.00,140696385
0,0.02,0.0000,0.00,140706395
0,0.02,0.0000,0.00,140716390
0,0.02,0.0000,0.00,140726396
0,0.02,0.0000,0.00,140736396
0,0.02,0.0000,0.00,140746394
0,0.02,0.0000,0.00,140756385
0,0.02,0.0000,0.00,140766384
0,0.02,0.0000,0.00,140776397
0,0.02,0.0000,0.00,140786382
0,0.02,0.0000,0.00,140796379
0,0.02,0.0000,0.00,140806385
0,0.02,0.0000,0.00,140816384
0,0.02,0.0000,0.00,140826382
0,0.02,0.0000,0.00,140836396
0,0.02,0.0000,0.00,140846396
0,0.02,0.0000,0.00,140856383
0,0.02,0.0000,0.00,140866385
0,0.02,0.0000,0.00,140876382
0,0.02,0.0000,0.00,140886383
0,0.02,0.0000,0.00,140896387
0,0.02,0.0000,0.00,140906382
0,0.02,0.0000,0.00,140916368
0,0.02,0.0000,0.00,140926389
0,0.02,0.0000,0.00,140936384
0,0.02,0.0000,0.00,140946383
0,0.02,0.0000,0.00,140956380
0,0.02,0.0000,0.00,140966385
0,0.02,0.0000,0.00,140976387
0,0.02,0.0000,0.00,140986384
0,0.02,0.0000,0.00,140996397
0,0.02,0.0000,0.00,141006395
0,0.02,0.0000,0.00,141016384
0,0.02,0.0000,0.00,141026384
