id,lux,duty,ref,time_ms
0,44.70,0.0000,0.00,14965532
0,44.70,0.0000,0.00,14975406
0,27.41,0.0000,0.00,14985396
0,27.41,0.0000,0.00,14995390
0,27.41,0.0000,0.00,15005390
0,16.18,0.0000,0.00,15015389
0,16.18,0.0000,0.00,15025392
0,16.18,0.0000,0.00,15035387
0,16.18,0.0000,0.00,15045395
0,9.06,0.0000,0.00,15055395
0,9.06,0.0000,0.00,15065394
0,9.06,0.0000,0.00,15075387
0,9.06,0.0000,0.00,15085388
0,9.06,0.0000,0.00,15095383
0,9.06,0.0000,0.00,15105387
0,4.25,0.0000,0.00,15115385
0,4.25,0.0000,0.00,15125387
0,4.25,0.0000,0.00,15135390
0,4.25,0.0000,0.00,15145387
0,4.25,0.0000,0.00,15155388
0,4.25,0.0000,0.00,15165393
0,3.78,0.0000,0.00,15175391
0,3.37,0.0000,0.00,15185388
0,3.03,0.0000,0.00,15195387
0,2.76,0.0000,0.00,15205394
0,2.46,0.0000,0.00,15215388
0,2.22,0.0000,0.00,15225392
0,2.00,0.0000,0.00,15235393
0,1.80,0.0000,0.00,15245390
0,1.64,0.0000,0.00,15255393
0,1.48,0.0000,0.00,15265389
0,1.34,0.0000,0.00,15275392
0,1.22,0.0000,0.00,15285389
0,1.13,0.0000,0.00,15295397
0,1.00,0.0000,0.00,15305394
0,0.90,0.0000,0.00,15315395
0,0.84,0.0000,0.00,15325397
0,0.76,0.0000,0.00,15335394
0,0.69,0.0000,0.00,15345382
0,0.65,0.0000,0.00,15355399
0,0.59,0.0000,0.00,15365409
0,0.54,0.0000,0.00,15375395
0,0.49,0.0000,0.00,15385398
0,0.45,0.0000,0.00,15395391
0,0.42,0.0000,0.00,15405399
0,0.39,0.0000,0.00,15415400
0,0.34,0.0000,0.00,15425401
0,0.32,0.0000,0.00,15435393
0,0.32,0.0000,0.00,15445401
0,0.29,0.0000,0.00,15455397
0,0.27,0.0000,0.00,15465392
0,0.24,0.0000,0.00,15475406
0,0.23,0.0000,0.00,15485411
0,0.21,0.0000,0.00,15495408
0,0.19,0.0000,0.00,15505407
0,0.19,0.0000,0.00,15515393
0,0.18,0.0000,0.00,15525408
0,0.17,0.0000,0.00,15535409
0,0.14,0.0000,0.00,15545405
0,0.14,0.0000,0.00,15555390
0,0.14,0.0000,0.00,15565395
0,0.13,0.0000,0.00,15575396
0,0.12,0.0000,0.00,15585398
0,0.12,0.0000,0.00,15595394
0,0.12,0.0000,0.00,15605400
0,0.10,0.0000,0.00,15615385
0,0.10,0.0000,0.00,15625400
0,0.09,0.0000,0.00,15635401
0,0.09,0.0000,0.00,15645400
0,0.09,0.0000,0.00,15655398
0,0.09,0.0000,0.00,15665414
0,0.08,0.0000,0.00,15675398
0,0.08,0.0000,0.00,15685413
0,0.08,0.0000,0.00,15695400
0,0.07,0.0000,0.00,15705402
0,0.07,0.0000,0.00,15715400
0,0.07,0.0000,0.00,15725394
0,0.07,0.0000,0.00,15735410
0,0.07,0.0000,0.00,15745401
0,0.06,0.0000,0.00,15755394
0,0.06,0.0000,0.00,15765396
0,0.06,0.0000,0.00,15775401
0,0.06,0.0000,0.00,15785402
0,0.06,0.0000,0.00,15795400
0,0.06,0.0000,0.00,15805400
0,0.06,0.0000,0.00,15815388
0,0.06,0.0000,0.00,15825394
0,0.06,0.0000,0.00,15835387
0,0.06,0.0000,0.00,15845380
0,0.06,0.0000,0.00,15855383
0,0.05,0.0000,0.00,15865392
0,0.05,0.0000,0.00,15875394
0,0.05,0.0000,0.00,15885380
0,0.05,0.0000,0.00,15895387
0,0.05,0.0000,0.00,15905386
0,0.05,0.0000,0.00,15915388
0,0.05,0.0000,0.00,15925387
0,0.04,0.0000,0.00,15935393
0,0.04,0.0000,0.00,15945379
0,0.04,0.0000,0.00,15955396
0,0.05,0.0000,0.00,15965389
0,0.05,0.0000,0.00,15975389
0,0.04,0.0000,0.00,15985394
0,0.04,0.0000,0.00,15995389
0,0.04,0.0000,0.00,16005390
0,0.04,0.0000,0.00,16015391
0,0.04,0.0000,0.00,16025385
0,0.04,0.0000,0.00,16035386
0,0.04,0.0000,0.00,16045391
0,0.04,0.0000,0.00,16055389
0,0.04,0.0000,0.00,16065387
0,0.04,0.0000,0.00,16075391
0,0.04,0.0000,0.00,16085377
0,0.04,0.0000,0.00,16095387
0,0.04,0.0000,0.00,16105391
0,0.04,0.0000,0.00,16115387
0,0.04,0.0000,0.00,16125389
0,0.04,0.0000,0.00,16135395
0,0.04,0.0000,0.00,16145383
0,0.04,0.0000,0.00,16155389
0,0.04,0.0000,0.00,16165391
0,0.03,0.0000,0.00,16175399
0,0.04,0.0000,0.00,16185382
0,0.03,0.0000,0.00,16195388
0,0.03,0.0000,0.00,16205389
0,0.03,0.0000,0.00,16215383
0,0.03,0.0000,0.00,16225389
0,0.03,0.0000,0.00,16235394
0,0.03,0.0000,0.00,16245387
0,0.03,0.0000,0.00,16255395
0,0.03,0.0000,0.00,16265397
0,0.03,0.0000,0.00,16275383
0,0.03,0.0000,0.00,16285395
0,0.03,0.0000,0.00,16295390
0,0.03,0.0000,0.00,16305390
0,0.03,0.0000,0.00,16315403
0,0.03,0.0000,0.00,16325394
0,0.03,0.0000,0.00,16335388
0,0.03,0.0000,0.00,16345386
0,0.03,0.0000,0.00,16355388
0,0.03,0.0000,0.00,16365389
0,0.03,0.0000,0.00,16375385
0,0.03,0.0000,0.00,16385395
0,0.03,0.0000,0.00,16395394
0,0.03,0.0000,0.00,16405386
0,0.03,0.0000,0.00,16415396
0,0.03,0.0000,0.00,16425384
0,0.03,0.0000,0.00,16435395
0,0.03,0.0000,0.00,16445387
0,0.03,0.0000,0.00,16455386
0,0.03,0.0000,0.00,16465388
0,0.03,0.0000,0.00,16475392
0,0.03,0.0000,0.00,16485394
0,0.03,0.0000,0.00,16495388
0,0.03,0.0000,0.00,16505393
0,0.03,0.0000,0.00,16515385
0,0.03,0.0000,0.00,16525392
0,0.03,0.0000,0.00,16535393
0,0.03,0.0000,0.00,16545391
0,0.03,0.0000,0.00,16555394
0,0.03,0.0000,0.00,16565388
0,0.03,0.0000,0.00,16575392
0,0.03,0.0000,0.00,16585390
0,0.03,0.0000,0.00,16595394
0,0.03,0.0000,0.00,16605388
0,0.03,0.0000,0.00,16615388
0,0.03,0.0000,0.00,16625393
0,0.03,0.0000,0.00,16635388
0,0.03,0.0000,0.00,16645394
0,0.03,0.0000,0.00,16655390
0,0.03,0.0000,0.00,16665391
0,0.02,0.0000,0.00,16675383
0,0.02,0.0000,0.00,16685384
0,0.02,0.0000,0.00,16695388
0,0.02,0.0000,0.00,16705381
0,0.02,0.0000,0.00,16715391
0,0.02,0.0000,0.00,16725393
0,0.02,0.0000,0.00,16735384
0,0.02,0.0000,0.00,16745392
0,0.02,0.0000,0.00,16755392
0,0.02,0.0000,0.00,16765395
0,0.02,0.0000,0.00,16775394
0,0.03,0.0000,0.00,16785394
0,0.03,0.0000,0.00,16795386
0,0.03,0.0000,0.00,16805388
0,0.03,0.0000,0.00,16815391
0,0.03,0.0000,0.00,16825396
0,0.03,0.0000,0.00,16835390
0,0.03,0.0000,0.00,16845393
0,0.03,0.0000,0.00,16855389
0,0.03,0.0000,0.00,16865385
0,0.03,0.0000,0.00,16875395
0,0.03,0.0000,0.00,16885393
0,0.03,0.0000,0.00,16895395
0,0.03,0.0000,0.00,16905390
0,0.03,0.0000,0.00,16915388
0,0.03,0.0000,0.00,16925394
0,0.03,0.0000,0.00,16935391
0,0.03,0.0000,0.00,16945391
0,0.03,0.0000,0.00,16955390
0,0.03,0.0000,0.00,16965394
0,0.03,0.0000,0.00,16975392
0,0.03,0.0000,0.00,16985387
0,0.03,0.0000,0.00,16995392
0,0.03,0.0000,0.00,17005395
0,0.03,0.0000,0.00,17015399
0,0.03,0.0000,0.00,17025393
0,0.03,0.0000,0.00,17035394
0,0.03,0.0000,0.00,17045396
0,0.03,0.0000,0.00,17055405
0,0.03,0.0000,0.00,17065391
0,0.03,0.0000,0.00,17075398
0,0.03,0.0000,0.00,17085401
0,0.03,0.0000,0.00,17095398
0,0.03,0.0000,0.00,17105398
0,0.02,0.0000,0.00,17115399
0,0.02,0.0000,0.00,17125398
0,0.02,0.0000,0.00,17135398
0,0.02,0.0000,0.00,17145395
0,0.02,0.0000,0.00,17155396
0,0.03,0.0000,0.00,17165397
0,0.03,0.0000,0.00,17175399
0,0.03,0.0000,0.00,17185399
0,0.02,0.0000,0.00,17195409
0,0.02,0.0000,0.00,17205401
0,0.02,0.0000,0.00,17215413
0,0.02,0.0000,0.00,17225404
0,0.02,0.0000,0.00,17235396
0,0.02,0.0000,0.00,17245404
0,0.02,0.0000,0.00,17255403
0,0.02,0.0000,0.00,17265399
0,0.02,0.0000,0.00,17275407
0,0.02,0.0000,0.00,17285404
0,0.02,0.0000,0.00,17295402
0,0.02,0.0000,0.00,17305394
0,0.02,0.0000,0.00,17315407
0,0.02,0.0000,0.00,17325400
0,0.02,0.0000,0.00,17335399
0,0.02,0.0000,0.00,17345398
0,0.02,0.0000,0.00,17355406
0,0.02,0.0000,0.00,17365405
0,0.02,0.0000,0.00,17375410
0,0.02,0.0000,0.00,17385413
0,0.02,0.0000,0.00,17395423
0,0.02,0.0000,0.00,17405397
0,0.02,0.0000,0.00,17415409
0,0.02,0.0000,0.00,17425396
0,0.02,0.0000,0.00,17435406
0,0.02,0.0000,0.00,17445407
0,0.02,0.0000,0.00,17455401
0,0.02,0.0000,0.00,17465406
0,0.02,0.0000,0.00,17475405
0,0.02,0.0000,0.00,17485395
0,0.02,0.0000,0.00,17495424
0,0.02,0.0000,0.00,17505401
0,0.02,0.0000,0.00,17515406
0,0.02,0.0000,0.00,17525398
0,0.02,0.0000,0.00,17535401
0,0.02,0.0000,0.00,17545410
0,0.03,0.0000,0.00,17555407
0,0.02,0.0000,0.00,17565398
0,0.03,0.0000,0.00,17575400
0,0.02,0.0000,0.00,17585398
0,0.02,0.0000,0.00,17595394
0,0.02,0.0000,0.00,17605397
0,0.02,0.0000,0.00,17615386
0,0.02,0.0000,0.00,17625395
0,0.02,0.0000,0.00,17635388
0,0.02,0.0000,0.00,17645392
0,0.03,0.0000,0.00,17655400
0,0.03,0.0000,0.00,17665396
0,0.03,0.0000,0.00,17675387
0,0.03,0.0000,0.00,17685386
0,0.03,0.0000,0.00,17695388
0,0.03,0.0000,0.00,17705400
0,0.03,0.0000,0.00,17715400
0,0.03,0.0000,0.00,17725391
0,0.03,0.0000,0.00,17735393
0,0.03,0.0000,0.00,17745390
0,0.03,0.0000,0.00,17755387
0,0.03,0.0000,0.00,17765384
0,0.03,0.0000,0.00,17775397
0,0.03,0.0000,0.00,17785388
0,0.03,0.0000,0.00,17795390
0,0.03,0.0000,0.00,17805385
0,0.03,0.0000,0.00,17815390
0,0.03,0.0000,0.00,17825400
0,0.03,0.0000,0.00,17835392
0,0.03,0.0000,0.00,17845395
0,0.03,0.0000,0.00,17855382
0,0.03,0.0000,0.00,17865391
0,0.03,0.0000,0.00,17875400
0,0.03,0.0000,0.00,17885390
0,0.03,0.0000,0.00,17895391
0,0.03,0.0000,0.00,17905399
0,0.02,0.0000,0.00,17915399
0,0.03,0.0000,0.00,17925404
0,0.02,0.0000,0.00,17935390
0,0.02,0.0000,0.00,17945373
0,0.02,0.0000,0.00,17955396
0,0.02,0.0000,0.00,17965392
0,0.02,0.0000,0.00,17975387
0,0.03,0.0000,0.00,17985387
0,0.02,0.0000,0.00,17995390
0,0.02,0.0000,0.00,18005398
0,0.02,0.0000,0.00,18015399
0,0.02,0.0000,0.00,18025390
0,0.02,0.0000,0.00,18035397
0,0.02,0.0000,0.00,18045402
0,0.02,0.0000,0.00,18055401
0,0.02,0.0000,0.00,18065398
0,0.02,0.0000,0.00,18075393
0,0.02,0.0000,0.00,18085394
0,0.02,0.0000,0.00,18095397
0,0.02,0.0000,0.00,18105395
0,0.02,0.0000,0.00,18115392
0,0.02,0.0000,0.00,18125404
0,0.02,0.0000,0.00,18135383
0,0.02,0.0000,0.00,18145389
0,0.02,0.0000,0.00,18155393
0,0.02,0.0000,0.00,18165394
0,0.02,0.0000,0.00,18175384
0,0.02,0.0000,0.00,18185400
0,0.02,0.0000,0.00,18195396
0,0.02,0.0000,0.00,18205395
0,0.02,0.0000,0.00,18215404
0,0.02,0.0000,0.00,18225395
0,0.02,0.0000,0.00,18235383
0,0.02,0.0000,0.00,18245387
0,0.02,0.0000,0.00,18255395
0,0.02,1.0000,30.00,18265473
0,0.02,1.0000,30.00,18275396
0,2.47,1.0000,30.00,18285399
0,2.47,1.0000,30.00,18295389
0,8.26,1.0000,30.00,18305388
0,8.26,1.0000,30.00,18315397
0,15.04,0.9145,30.00,18325401
0,15.04,0.9294,30.00,18335397
0,15.04,0.9444,30.00,18345392
0,15.04,0.9594,30.00,18355402
0,26.60,0.6274,30.00,18365402
0,26.60,0.6308,30.00,18375402
0,26.60,0.6342,30.00,18385408
0,26.60,0.6376,30.00,18395401
0,26.60,0.6410,30.00,18405396
0,26.60,0.6444,30.00,18415405
0,27.89,0.6093,30.00,18425409
0,28.27,0.5998,30.00,18435401
0,28.40,0.5976,30.00,18445395
0,28.67,0.5913,30.00,18455400
0,28.67,0.5926,30.00,18465405
0,28.67,0.5940,30.00,18475403
0,28.67,0.5953,30.00,18485393
0,28.67,0.5966,30.00,18495403
0,28.67,0.5980,30.00,18505404
0,28.40,0.6072,30.00,18515399
0,28.27,0.6127,30.00,18525397
0,28.27,0.6144,30.00,18535399
0,28.21,0.6181,30.00,18545404
0,28.21,0.6199,30.00,18555400
0,28.21,0.6217,30.00,18565395
0,28.21,0.6235,30.00,18575405
0,28.21,0.6252,30.00,18585397
0,28.21,0.6270,30.00,18595401
0,28.34,0.6249,30.00,18605405
0,28.37,0.6256,30.00,18615401
0,28.44,0.6253,30.00,18625391
0,28.50,0.6249,30.00,18635403
0,28.54,0.6254,30.00,18645388
0,28.77,0.6199,30.00,18655406
0,28.87,0.6182,30.00,18665403
0,28.93,0.6173,30.00,18675403
0,28.93,0.6184,30.00,18685406
